id,username,created_at,lng,lat,text
1398811282355130375,Lesismore9o9,Sun May 30 01:19:33 +0000 2021,-122.34597,47.61339,"Always nice to see old friends. And with high-quality sushi, all the better. #LCinSEA #saturdaysushi… https://t.co/wggAjSKYGv"
1398811384272457731,SKCFDispatches,Sun May 30 01:19:57 +0000 2021,-122.3300624,47.6038321,"🚑 🩺DISPATCH: Medical Aid - Advanced Life Saving @ SUNRISE TERRACE APTS #W-203, 10457 DES MOINES MEMORIAL DR S #W-2… https://t.co/gHBLu1jJOO"
